student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies_flat,devices_type,devices_brand,devices_year,skills_soft,skills_tech.python,skills_tech.excel,skills_tech.sql,family_siblings,family_income.father,family_income.mother,address_city,address_district,address_postal_code
168,Heather Peterson,19,Male,90,Unknown,Cooperside,meyerjean@hotmail.com,1998-07-28 00:00:00,Python,98,inactive,0.0,excellent,262.0,2023-09-14 12:56:04,"Apartment 10, Tracyborough district, Tashkent, UZ, 100253","real, only",laptop,Dell,2020.0,"['yes', 'available']",2.0,1.0,5.0,4.0,340.0,633.0,Tashkent,Tracyborough,100253
168,Heather Peterson,19,Male,90,Unknown,Cooperside,meyerjean@hotmail.com,1998-07-28 00:00:00,Python,98,inactive,0.0,excellent,262.0,2023-09-14 12:56:04,"Apartment 10, Tracyborough district, Tashkent, UZ, 100253","real, only",phone,Samsung,2019.0,"['face', 'response']",2.0,2.0,3.0,5.0,1300.0,1048.0,Tashkent,Tracyborough,100253
169,Jacob Joyce,,Female,90,+1-761-758-0551,East Kristin,mitchellamy@hotmail.com,1981-02-09 00:00:00,Python,100,pending,3.7,,201.0,2019-01-29 00:00:00,UZ 100234 Tashkent West Michelle,"according, particularly",laptop,Dell,2023.0,,,,,,,,Tashkent,West Michelle,100234
169,Jacob Joyce,,Female,90,+1-761-758-0551,East Kristin,mitchellamy@hotmail.com,1981-02-09 00:00:00,Python,100,pending,3.7,,201.0,2019-01-29 00:00:00,UZ 100234 Tashkent West Michelle,"according, particularly",phone,Apple,2024.0,"['would', 'after']",1.0,3.0,4.0,2.0,518.0,607.0,Tashkent,West Michelle,100234
170,Ronnie Campbell,20,Female,90,+1-424-938-2701,North Kathryn,Incorrect email format,1992-04-30 00:00:00,Other,78,active,,good,91.0,1997-08-08 00:00:00,UZ 100959 Tashkent Jamesfurt,"thought, shoulder",laptop,Lenovo,2017.0,"['say', 'do']",4.0,3.0,3.0,1.0,1464.0,1493.0,Tashkent,Jamesfurt,100959
170,Ronnie Campbell,20,Female,90,+1-424-938-2701,North Kathryn,Incorrect email format,1992-04-30 00:00:00,Other,78,active,,good,91.0,1997-08-08 00:00:00,UZ 100959 Tashkent Jamesfurt,"thought, shoulder",phone,Apple,2020.0,"['successful', 'product']",4.0,4.0,3.0,2.0,913.0,1267.0,Tashkent,Jamesfurt,100959
171,Mark Torres,22,Female,90,Unknown,Phelpsberg,riveraalexis@lynch.com,1990-10-08 00:00:00,Data science,,active,3.7,,278.0,1988-03-15 09:52:29,"New Cheryl 19-kv, dom 6, Tashkent","sure, clearly",laptop,HP,2021.0,"['society', 'next']",2.0,1.0,2.0,3.0,1161.0,228.0,Tashkent,New Cheryl,
171,Mark Torres,22,Female,90,Unknown,Phelpsberg,riveraalexis@lynch.com,1990-10-08 00:00:00,Data science,,active,3.7,,278.0,1988-03-15 09:52:29,"New Cheryl 19-kv, dom 6, Tashkent","sure, clearly",phone,Apple,2020.0,"['common', 'resource']",1.0,1.0,2.0,3.0,422.0,1398.0,Tashkent,New Cheryl,
172,Dr. Michael Macias,22,Male,83,+1-894-375-7373,New Paul,Incorrect email format,1975-12-18 00:00:00,Data science,100,inactive,4.5,,154.0,1988-07-25 00:00:00,"Apartment 12, Lake Michael district, Tashkent, UZ, 100053",,,,,"['trade', 'least']",3.0,4.0,5.0,5.0,1310.0,604.0,Tashkent,Lake Michael,100053
173,Allison Dyer,20,Female,64,Unknown,Josephchester,Incorrect email format,2022-08-15 00:00:00,Data science,,inactive,,excellent,262.0,1982-04-08 13:38:01,UZ 100683 Tashkent Valentinestad,"commercial, war",laptop,HP,2021.0,"['form', 'mean']",2.0,3.0,5.0,3.0,335.0,1183.0,Tashkent,Valentinestad,100683
173,Allison Dyer,20,Female,64,Unknown,Josephchester,Incorrect email format,2022-08-15 00:00:00,Data science,,inactive,,excellent,262.0,1982-04-08 13:38:01,UZ 100683 Tashkent Valentinestad,"commercial, war",phone,Xiaomi,2024.0,,,,,,,,Tashkent,Valentinestad,100683
174,Teresa Smith,18,Unknown,90,Unknown,New Shane,williamsdavid@woods.info,2023-01-23 06:53:44,Python,100,inactive,4.06,excellent,220.0,2022-12-31 01:23:09,"BROKEN,ADDRESS,DATA,,,",,,,,"['several', 'consider']",1.0,3.0,4.0,5.0,280.0,1029.0,,,
175,Unknown,18,Female,,+1-448-850-9283,Port Dana,Incorrect email format,2021-02-15 08:18:04,Data science,,inactive,4.5,excellent,167.0,1972-04-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","begin, certain",laptop,HP,2022.0,"['idea', 'cut']",1.0,3.0,2.0,2.0,618.0,407.0,,,
175,Unknown,18,Female,,+1-448-850-9283,Port Dana,Incorrect email format,2021-02-15 08:18:04,Data science,,inactive,4.5,excellent,167.0,1972-04-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","begin, certain",phone,Apple,2021.0,"['coach', 'decision']",2.0,5.0,2.0,4.0,1043.0,1206.0,,,
176,Brian Mcknight,20,Female,,+1-773-196-7777,South Sandra,Incorrect email format,1998-12-14 00:00:00,Data science,,pending,,good,280.0,2007-04-16 02:24:43,"South Paul 12-kv, dom 34, Tashkent","none, guess",laptop,HP,2021.0,"['age', 'police']",3.0,1.0,1.0,5.0,586.0,1160.0,Tashkent,South Paul,
176,Brian Mcknight,20,Female,,+1-773-196-7777,South Sandra,Incorrect email format,1998-12-14 00:00:00,Data science,,pending,,good,280.0,2007-04-16 02:24:43,"South Paul 12-kv, dom 34, Tashkent","none, guess",phone,Samsung,2023.0,,,,,,,,Tashkent,South Paul,
177,Carlos Frazier,18,Unknown,,+1-969-965-2517,Port Gracemouth,zrobinson@russell.biz,1999-11-28 00:00:00,Data science,86,pending,2.0,excellent,60.0,2014-07-30 00:00:00,"Greeneton 2-kv, dom 50, Tashkent","relationship, newspaper",laptop,Lenovo,2019.0,,,,,,,,Tashkent,Greeneton,
177,Carlos Frazier,18,Unknown,,+1-969-965-2517,Port Gracemouth,zrobinson@russell.biz,1999-11-28 00:00:00,Data science,86,pending,2.0,excellent,60.0,2014-07-30 00:00:00,"Greeneton 2-kv, dom 50, Tashkent","relationship, newspaper",phone,Samsung,2018.0,"['may', 'suddenly']",1.0,2.0,1.0,3.0,850.0,388.0,Tashkent,Greeneton,
178,Angela Kim,20,Female,90,Unknown,South Crystalland,Incorrect email format,1971-03-12 16:19:11,Data science,100,active,4.19,,183.0,2021-01-18 10:54:08,"7357 Kimberly Walks Suite 508, Port Kaylee","require, administration",laptop,Lenovo,2024.0,"['find', 'kind']",5.0,2.0,5.0,2.0,612.0,1374.0,Port Kaylee,,
178,Angela Kim,20,Female,90,Unknown,South Crystalland,Incorrect email format,1971-03-12 16:19:11,Data science,100,active,4.19,,183.0,2021-01-18 10:54:08,"7357 Kimberly Walks Suite 508, Port Kaylee","require, administration",phone,Samsung,2022.0,"['which', 'actually']",5.0,4.0,4.0,3.0,1415.0,828.0,Port Kaylee,,
179,Unknown,19,Unknown,69,+1-406-528-1696,Port Tammy,krobertson@butler.info,2016-06-03 00:00:00,Python,100,pending,3.7,good,122.0,2009-07-10 00:00:00,"Apartment 40, Peterberg district, Tashkent, UZ, 100026","second, their",laptop,HP,2020.0,,,,,,,,Tashkent,Peterberg,100026
179,Unknown,19,Unknown,69,+1-406-528-1696,Port Tammy,krobertson@butler.info,2016-06-03 00:00:00,Python,100,pending,3.7,good,122.0,2009-07-10 00:00:00,"Apartment 40, Peterberg district, Tashkent, UZ, 100026","second, their",phone,Samsung,2018.0,"['end', 'collection']",3.0,5.0,5.0,0.0,1095.0,1133.0,Tashkent,Peterberg,100026
180,Unknown,,Unknown,,+1-796-484-7132,Janetstad,Incorrect email format,1975-03-08 00:00:00,Python,100,inactive,,good,157.0,2023-02-13 11:39:13,"Apartment 15, West Brian district, Tashkent, UZ, 100756","kid, mention",laptop,HP,2017.0,"['conference', 'commercial']",3.0,1.0,3.0,4.0,1499.0,861.0,Tashkent,West Brian,100756
180,Unknown,,Unknown,,+1-796-484-7132,Janetstad,Incorrect email format,1975-03-08 00:00:00,Python,100,inactive,,good,157.0,2023-02-13 11:39:13,"Apartment 15, West Brian district, Tashkent, UZ, 100756","kid, mention",phone,Xiaomi,2018.0,,,,,,,,Tashkent,West Brian,100756
181,Unknown,22,Female,,+1-378-349-3526,Christophermouth,ssmall@reynolds-miller.com,1972-04-07 07:17:00,Python,,active,4.5,excellent,276.0,2011-04-22 00:00:00,"Apartment 12, Davidtown district, Tashkent, UZ, 100617","letter, many",laptop,Lenovo,2023.0,,,,,,,,Tashkent,Davidtown,100617
181,Unknown,22,Female,,+1-378-349-3526,Christophermouth,ssmall@reynolds-miller.com,1972-04-07 07:17:00,Python,,active,4.5,excellent,276.0,2011-04-22 00:00:00,"Apartment 12, Davidtown district, Tashkent, UZ, 100617","letter, many",phone,Samsung,2021.0,"['hand', 'room']",3.0,2.0,4.0,5.0,709.0,1412.0,Tashkent,Davidtown,100617
182,Unknown,,Unknown,69,+1-286-874-2963,Joshuaborough,zrodriguez@briggs.com,1999-03-11 00:47:27,Python,100,pending,0.0,average,294.0,2022-06-13 08:47:01,"Apartment 14, Jenniferview district, Tashkent, UZ, 100408",,,,,,,,,,,,Tashkent,Jenniferview,100408
183,Larry Pierce,20,Female,,+1-685-006-5058,Tinafurt,Incorrect email format,1981-08-01 20:54:00,Data science,,pending,0.0,average,74.0,2005-07-31 01:53:09,"Apartment 14, North Jose district, Tashkent, UZ, 100999",,,,,,,,,,,,Tashkent,North Jose,100999
184,Unknown,22,Female,,Unknown,North Nancy,Incorrect email format,2013-10-24 00:00:00,Python,,inactive,,,207.0,2022-08-24 21:44:32,"Reevesside 25-kv, dom 20, Tashkent",,,,,,,,,,,,Tashkent,Reevesside,
185,Unknown,18,Unknown,64,+1-886-548-7868,Brownchester,Incorrect email format,2021-03-29 23:45:46,Data science,100,pending,0.0,excellent,95.0,1977-07-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","partner, smile",laptop,HP,2021.0,"['information', 'available']",5.0,4.0,1.0,3.0,567.0,233.0,,,
185,Unknown,18,Unknown,64,+1-886-548-7868,Brownchester,Incorrect email format,2021-03-29 23:45:46,Data science,100,pending,0.0,excellent,95.0,1977-07-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","partner, smile",phone,Samsung,2023.0,,,,,,,,,,
186,Michael Taylor,19,Unknown,95,+1-917-224-8049,South Jamie,Incorrect email format,2024-06-13 01:04:00,Data science,95,active,1.46,average,81.0,2023-10-26 10:29:45,"2870 Gamble Fall, Fordview","foreign, foot",laptop,HP,2021.0,,,,,,,,Fordview,,
186,Michael Taylor,19,Unknown,95,+1-917-224-8049,South Jamie,Incorrect email format,2024-06-13 01:04:00,Data science,95,active,1.46,average,81.0,2023-10-26 10:29:45,"2870 Gamble Fall, Fordview","foreign, foot",phone,Samsung,2021.0,"['artist', 'process']",4.0,5.0,2.0,3.0,1367.0,1013.0,Fordview,,
187,Unknown,19,Female,75,+1-969-133-8568,Castromouth,trevor37@jordan.com,2021-08-12 15:28:09,Data science,,active,3.7,,104.0,1980-04-19 00:00:00,"Apartment 13, Marymouth district, Tashkent, UZ, 100299","population, instead",laptop,Lenovo,2017.0,"['myself', 'seven']",3.0,1.0,3.0,5.0,906.0,1438.0,Tashkent,Marymouth,100299
187,Unknown,19,Female,75,+1-969-133-8568,Castromouth,trevor37@jordan.com,2021-08-12 15:28:09,Data science,,active,3.7,,104.0,1980-04-19 00:00:00,"Apartment 13, Marymouth district, Tashkent, UZ, 100299","population, instead",phone,Xiaomi,2018.0,,,,,,,,Tashkent,Marymouth,100299
188,Gregory Duffy,20,Female,77,+1-934-223-9510,New Ashleyburgh,Incorrect email format,2002-07-06 00:00:00,Data science,,active,2.0,average,291.0,2021-03-02 00:56:44,"540 Gonzalez Junction Apt. 632, Nelsonview","series, really",laptop,Lenovo,2021.0,"['sign', 'throughout']",2.0,3.0,5.0,2.0,486.0,1054.0,Nelsonview,,
188,Gregory Duffy,20,Female,77,+1-934-223-9510,New Ashleyburgh,Incorrect email format,2002-07-06 00:00:00,Data science,,active,2.0,average,291.0,2021-03-02 00:56:44,"540 Gonzalez Junction Apt. 632, Nelsonview","series, really",phone,Xiaomi,2023.0,"['produce', 'page']",1.0,3.0,5.0,3.0,1047.0,811.0,Nelsonview,,
189,Jennifer Delgado,20,Unknown,66,+1-928-832-2978,Robinsonchester,Incorrect email format,2003-02-21 14:59:00,Data science,,pending,3.7,excellent,108.0,2000-03-27 21:34:00,"New Sean 1-kv, dom 18, Tashkent",,,,,,,,,,,,Tashkent,New Sean,
190,Kurt Price,18,Female,85,+1-956-082-1206,Ashleyburgh,peter22@gmail.com,2022-08-08 10:00:00,Data science,,inactive,2.0,good,256.0,1970-05-16 20:54:00,"Jonesstad 28-kv, dom 20, Tashkent","teach, federal",laptop,Lenovo,2023.0,"['field', 'fast']",5.0,1.0,3.0,2.0,1303.0,1219.0,Tashkent,Jonesstad,
190,Kurt Price,18,Female,85,+1-956-082-1206,Ashleyburgh,peter22@gmail.com,2022-08-08 10:00:00,Data science,,inactive,2.0,good,256.0,1970-05-16 20:54:00,"Jonesstad 28-kv, dom 20, Tashkent","teach, federal",phone,Apple,2024.0,"['create', 'word']",5.0,1.0,3.0,3.0,524.0,1494.0,Tashkent,Jonesstad,
191,John West,18,Unknown,90,Unknown,New Charles,carterjeffrey@sullivan.com,1982-11-03 11:02:00,Data science,100,inactive,,good,117.0,1987-09-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,
192,Scott Bradley,21,Female,82,Unknown,New Patriciaborough,smallrachel@yahoo.com,1994-09-19 00:00:00,Data science,100,inactive,3.7,good,100.0,2012-03-26 04:33:00,"5846 Erin Glens, Port Kristen","them, clear",laptop,Lenovo,2017.0,"['stop', 'enough']",2.0,1.0,1.0,5.0,1419.0,1065.0,Port Kristen,,
192,Scott Bradley,21,Female,82,Unknown,New Patriciaborough,smallrachel@yahoo.com,1994-09-19 00:00:00,Data science,100,inactive,3.7,good,100.0,2012-03-26 04:33:00,"5846 Erin Glens, Port Kristen","them, clear",phone,Xiaomi,2018.0,"['win', 'fall']",3.0,1.0,4.0,4.0,1342.0,1266.0,Port Kristen,,
193,Mrs. Kelly Turner,20,Male,92,+1-512-365-9050,East Willie,Incorrect email format,1993-09-24 00:00:00,Other,100,pending,1.12,excellent,214.0,1984-07-12 09:27:50,"Apartment 28, Jillianview district, Tashkent, UZ, 100658","inside, become",laptop,Lenovo,2023.0,"['analysis', 'respond']",2.0,3.0,3.0,0.0,642.0,773.0,Tashkent,Jillianview,100658
193,Mrs. Kelly Turner,20,Male,92,+1-512-365-9050,East Willie,Incorrect email format,1993-09-24 00:00:00,Other,100,pending,1.12,excellent,214.0,1984-07-12 09:27:50,"Apartment 28, Jillianview district, Tashkent, UZ, 100658","inside, become",phone,Samsung,2021.0,,,,,,,,Tashkent,Jillianview,100658
194,Kristen Mercer,20,Female,86,+1-786-428-6152,Frankmouth,Incorrect email format,2018-03-29 03:18:03,Data science,100,inactive,,,97.0,2007-09-16 16:23:00,UZ 100904 Tashkent Xavierton,"sport, office",laptop,HP,2015.0,"['continue', 'modern']",4.0,4.0,3.0,3.0,1134.0,809.0,Tashkent,Xavierton,100904
194,Kristen Mercer,20,Female,86,+1-786-428-6152,Frankmouth,Incorrect email format,2018-03-29 03:18:03,Data science,100,inactive,,,97.0,2007-09-16 16:23:00,UZ 100904 Tashkent Xavierton,"sport, office",phone,Samsung,2021.0,"['table', 'someone']",4.0,4.0,4.0,1.0,856.0,1449.0,Tashkent,Xavierton,100904
195,Unknown,20,Female,62,+1-154-591-9657,South Christopherbury,Incorrect email format,2025-03-18 00:00:00,Python,100,active,3.69,excellent,166.0,2023-03-29 23:18:22,"8258 Kristin Place, Allenview","base, either",laptop,HP,2019.0,"['put', 'central']",4.0,5.0,3.0,0.0,1331.0,223.0,Allenview,,
195,Unknown,20,Female,62,+1-154-591-9657,South Christopherbury,Incorrect email format,2025-03-18 00:00:00,Python,100,active,3.69,excellent,166.0,2023-03-29 23:18:22,"8258 Kristin Place, Allenview","base, either",phone,Xiaomi,2018.0,"['safe', 'manager']",5.0,2.0,5.0,5.0,363.0,462.0,Allenview,,
196,Unknown,,Female,65,+1-708-629-3145,New Virginiamouth,Incorrect email format,2022-01-28 11:05:20,Data science,100,pending,4.5,,160.0,2020-12-22 13:41:32,UZ 100451 Tashkent North Stephanieborough,"again, wish",laptop,HP,2020.0,,,,,,,,Tashkent,North Stephanieborough,100451
196,Unknown,,Female,65,+1-708-629-3145,New Virginiamouth,Incorrect email format,2022-01-28 11:05:20,Data science,100,pending,4.5,,160.0,2020-12-22 13:41:32,UZ 100451 Tashkent North Stephanieborough,"again, wish",phone,Samsung,2018.0,"['outside', 'ball']",3.0,5.0,1.0,5.0,951.0,988.0,Tashkent,North Stephanieborough,100451
197,Unknown,20,Unknown,51,+1-405-325-5445,Bradfordborough,Incorrect email format,2024-10-13 19:41:04,Data science,100,pending,,good,209.0,2022-12-24 14:58:19,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,
198,Kayla Graham,20,Female,58,+1-953-363-8192,Lake Christinehaven,Incorrect email format,1994-10-17 00:00:00,Python,80,active,3.7,excellent,65.0,2005-03-19 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,"['head', 'old']",1.0,3.0,5.0,3.0,526.0,1121.0,,,
199,Sheila Stafford,18,Unknown,66,Unknown,Hamiltonstad,Incorrect email format,1979-10-12 03:48:35,Data science,,inactive,0.0,excellent,146.0,1974-12-28 00:00:00,"New Josephville 1-kv, dom 23, Tashkent","will, prove",laptop,Lenovo,2022.0,,,,,,,,Tashkent,New Josephville,
199,Sheila Stafford,18,Unknown,66,Unknown,Hamiltonstad,Incorrect email format,1979-10-12 03:48:35,Data science,,inactive,0.0,excellent,146.0,1974-12-28 00:00:00,"New Josephville 1-kv, dom 23, Tashkent","will, prove",phone,Apple,2023.0,"['sure', 'son']",2.0,1.0,3.0,3.0,1378.0,513.0,Tashkent,New Josephville,
200,Tyler Ramos,20,Female,,Unknown,New Christina,michael32@williams.com,1985-02-05 00:00:00,Python,,active,3.91,average,111.0,2021-06-25 20:03:57,"Michaelborough 6-kv, dom 31, Tashkent","media, bill",laptop,Dell,2015.0,"['specific', 'reduce']",4.0,2.0,1.0,3.0,508.0,1273.0,Tashkent,Michaelborough,
200,Tyler Ramos,20,Female,,Unknown,New Christina,michael32@williams.com,1985-02-05 00:00:00,Python,,active,3.91,average,111.0,2021-06-25 20:03:57,"Michaelborough 6-kv, dom 31, Tashkent","media, bill",phone,Xiaomi,2018.0,,,,,,,,Tashkent,Michaelborough,
201,Unknown,20,Female,,Unknown,Matthewtown,jamie54@patel-carter.biz,2016-02-19 00:00:00,Data science,100,active,2.45,good,264.0,1981-10-17 06:37:28,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,
202,Hayley Martinez,18,Female,90,+1-928-592-7556,Port Paulville,Incorrect email format,2023-10-11 02:36:48,Other,,inactive,,excellent,299.0,1988-01-27 00:00:00,UZ 100922 Tashkent East Nicholas,"skin, once",laptop,Lenovo,2016.0,"['performance', 'building']",1.0,2.0,4.0,3.0,869.0,375.0,Tashkent,East Nicholas,100922
202,Hayley Martinez,18,Female,90,+1-928-592-7556,Port Paulville,Incorrect email format,2023-10-11 02:36:48,Other,,inactive,,excellent,299.0,1988-01-27 00:00:00,UZ 100922 Tashkent East Nicholas,"skin, once",phone,Samsung,2024.0,"['over', 'condition']",3.0,5.0,3.0,3.0,1137.0,881.0,Tashkent,East Nicholas,100922
203,Unknown,20,Female,90,+1-249-342-8347,Lake Robertbury,Incorrect email format,2016-12-30 00:00:00,Python,,inactive,0.0,good,93.0,2000-03-16 00:00:00,"094 Mark Fork, Matthewmouth","south, address",laptop,Dell,2021.0,"['meeting', 'parent']",4.0,4.0,1.0,5.0,824.0,1340.0,Matthewmouth,,
203,Unknown,20,Female,90,+1-249-342-8347,Lake Robertbury,Incorrect email format,2016-12-30 00:00:00,Python,,inactive,0.0,good,93.0,2000-03-16 00:00:00,"094 Mark Fork, Matthewmouth","south, address",phone,Xiaomi,2018.0,"['civil', 'shoulder']",3.0,3.0,1.0,1.0,319.0,400.0,Matthewmouth,,
204,Unknown,,Female,90,Unknown,Port Laurenborough,Incorrect email format,1981-02-01 00:00:00,Other,,inactive,2.0,good,160.0,2011-03-28 01:47:28,"Charlesburgh 23-kv, dom 41, Tashkent",,,,,"['sometimes', 'president']",3.0,4.0,3.0,0.0,635.0,304.0,Tashkent,Charlesburgh,
205,Kathryn Allen,20,Female,95,+1-361-770-0621,New Kevinton,Incorrect email format,1977-02-10 00:00:00,Python,77,pending,3.7,excellent,145.0,2019-08-10 00:00:00,"BROKEN,ADDRESS,DATA,,,","ground, whether",laptop,Lenovo,2024.0,"['page', 'woman']",3.0,1.0,1.0,3.0,1288.0,465.0,,,
205,Kathryn Allen,20,Female,95,+1-361-770-0621,New Kevinton,Incorrect email format,1977-02-10 00:00:00,Python,77,pending,3.7,excellent,145.0,2019-08-10 00:00:00,"BROKEN,ADDRESS,DATA,,,","ground, whether",phone,Xiaomi,2021.0,"['heart', 'thank']",4.0,2.0,3.0,3.0,721.0,564.0,,,
206,Tyler Wright,20,Unknown,95,Unknown,Lucasland,Incorrect email format,1972-02-09 04:43:00,Python,100,pending,2.0,,69.0,1979-09-20 09:03:00,"Apartment 42, Smithborough district, Tashkent, UZ, 100017","child, yard",laptop,Lenovo,2017.0,"['operation', 'pretty']",5.0,3.0,1.0,4.0,471.0,1028.0,Tashkent,Smithborough,100017
206,Tyler Wright,20,Unknown,95,Unknown,Lucasland,Incorrect email format,1972-02-09 04:43:00,Python,100,pending,2.0,,69.0,1979-09-20 09:03:00,"Apartment 42, Smithborough district, Tashkent, UZ, 100017","child, yard",phone,Samsung,2024.0,,,,,,,,Tashkent,Smithborough,100017
207,Stephen Gordon,21,Female,90,+1-890-179-1407,East Monicastad,tdonovan@hall.biz,1975-08-14 00:00:00,Data science,,pending,2.0,good,131.0,1982-08-05 00:00:00,"00705 Terrance Street Apt. 121, Christinaport","training, while",laptop,HP,2016.0,,,,,,,,Christinaport,,
207,Stephen Gordon,21,Female,90,+1-890-179-1407,East Monicastad,tdonovan@hall.biz,1975-08-14 00:00:00,Data science,,pending,2.0,good,131.0,1982-08-05 00:00:00,"00705 Terrance Street Apt. 121, Christinaport","training, while",phone,Apple,2022.0,"['call', 'per']",5.0,1.0,5.0,3.0,1235.0,1300.0,Christinaport,,
208,Pedro Mcdaniel,,Male,72,+1-898-114-0950,Lake Linda,garciapamela@gmail.com,2018-03-09 00:00:00,Python,,pending,1.08,average,87.0,1983-12-01 00:00:00,UZ 100020 Tashkent South Anthony,,,,,"['serious', 'onto']",1.0,1.0,3.0,1.0,1218.0,581.0,Tashkent,South Anthony,100020
209,Margaret Peters,19,Female,90,+1-790-556-3076,Lake Jenniferville,melissajohnston@gmail.com,2013-09-23 09:00:00,Data science,,inactive,3.7,excellent,239.0,1979-10-30 00:00:00,UZ 100583 Tashkent Robertmouth,,,,,,,,,,,,Tashkent,Robertmouth,100583
210,Unknown,,Male,90,+1-917-265-1917,New Christopher,Incorrect email format,2022-04-12 21:36:00,Python,100,inactive,,average,184.0,2010-12-22 04:56:00,"Meaganchester 4-kv, dom 34, Tashkent","sound, respond",laptop,Dell,2024.0,"['go', 'prepare']",5.0,3.0,4.0,1.0,1324.0,1202.0,Tashkent,Meaganchester,
210,Unknown,,Male,90,+1-917-265-1917,New Christopher,Incorrect email format,2022-04-12 21:36:00,Python,100,inactive,,average,184.0,2010-12-22 04:56:00,"Meaganchester 4-kv, dom 34, Tashkent","sound, respond",phone,Apple,2019.0,"['region', 'court']",1.0,5.0,4.0,0.0,574.0,1222.0,Tashkent,Meaganchester,
211,Thomas Spence,20,Unknown,,Unknown,Baileymouth,Incorrect email format,2011-09-27 21:52:14,Python,100,inactive,0.0,good,257.0,2008-01-27 00:00:00,"8175 Davis Mountains, Lake James",,,,,,,,,,,,Lake James,,
212,Ashley Fuller,21,Male,70,+1-079-229-5034,Timothyborough,Incorrect email format,2023-07-08 23:11:13,Python,100,active,0.0,excellent,54.0,2021-01-10 04:22:02,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","baby, age",laptop,Lenovo,2022.0,"['traditional', 'security']",3.0,1.0,3.0,2.0,843.0,1477.0,Tashkent,Rachelport,100706
212,Ashley Fuller,21,Male,70,+1-079-229-5034,Timothyborough,Incorrect email format,2023-07-08 23:11:13,Python,100,active,0.0,excellent,54.0,2021-01-10 04:22:02,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","baby, age",phone,Apple,2018.0,,,,,,,,Tashkent,Rachelport,100706
213,Megan Lambert,18,Male,75,+1-355-954-5695,New Michael,Incorrect email format,2022-11-28 22:39:46,Python,100,pending,2.0,,151.0,2018-07-17 00:00:00,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","avoid, action",laptop,HP,2019.0,,,,,,,,Tashkent,New Brianshire,100123
213,Megan Lambert,18,Male,75,+1-355-954-5695,New Michael,Incorrect email format,2022-11-28 22:39:46,Python,100,pending,2.0,,151.0,2018-07-17 00:00:00,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","avoid, action",phone,Apple,2019.0,"['for', 'mission']",2.0,5.0,2.0,2.0,433.0,628.0,Tashkent,New Brianshire,100123
214,Nancy Zimmerman,22,Male,90,+1-010-980-7400,Matthewburgh,Incorrect email format,2008-10-03 00:00:00,Data science,100,active,2.0,,166.0,1985-09-02 00:00:00,UZ 100413 Tashkent Perryhaven,"force, half",laptop,HP,2015.0,,,,,,,,Tashkent,Perryhaven,100413
214,Nancy Zimmerman,22,Male,90,+1-010-980-7400,Matthewburgh,Incorrect email format,2008-10-03 00:00:00,Data science,100,active,2.0,,166.0,1985-09-02 00:00:00,UZ 100413 Tashkent Perryhaven,"force, half",phone,Xiaomi,2019.0,,,,,,,,Tashkent,Perryhaven,100413
215,Joshua Miller,20,Female,,Unknown,Port Cynthiashire,Incorrect email format,1977-05-17 01:23:29,Data science,100,inactive,0.0,average,182.0,2002-10-07 17:41:44,"3347 Huff Flats Suite 397, South Juliantown",,,,,,,,,,,,South Juliantown,,
216,Unknown,20,Male,82,+1-117-222-4793,New Austinhaven,evansdaniel@hotmail.com,2018-08-06 08:30:00,Python,60,pending,0.0,excellent,242.0,2003-10-18 17:09:00,"31066 Alejandro Terrace Apt. 105, Faithhaven","bar, offer",laptop,HP,2018.0,"['upon', 'relate']",4.0,5.0,3.0,3.0,1156.0,1047.0,Faithhaven,,
216,Unknown,20,Male,82,+1-117-222-4793,New Austinhaven,evansdaniel@hotmail.com,2018-08-06 08:30:00,Python,60,pending,0.0,excellent,242.0,2003-10-18 17:09:00,"31066 Alejandro Terrace Apt. 105, Faithhaven","bar, offer",phone,Samsung,2021.0,,,,,,,,Faithhaven,,
217,Unknown,21,Female,73,+1-249-104-1545,Jarvisview,kylerichardson@dyer.com,1985-01-31 17:46:59,Data science,83,inactive,4.5,,162.0,2022-12-05 12:41:59,UZ 100852 Tashkent Lake Samantha,"everybody, there",laptop,HP,2023.0,"['thing', 'several']",4.0,1.0,5.0,1.0,1251.0,799.0,Tashkent,Lake Samantha,100852
217,Unknown,21,Female,73,+1-249-104-1545,Jarvisview,kylerichardson@dyer.com,1985-01-31 17:46:59,Data science,83,inactive,4.5,,162.0,2022-12-05 12:41:59,UZ 100852 Tashkent Lake Samantha,"everybody, there",phone,Apple,2019.0,"['black', 'in']",4.0,5.0,2.0,3.0,324.0,1139.0,Tashkent,Lake Samantha,100852
